ILCE,MAHALLE,Ortalama_Tuketim,Standart_Sapma,Yaz_Ortalama,Kis_Ortalama,Yazlikci_Skoru,Kume_No,Segment_Adi
ÖDEMİŞ,EMMİOĞLU,"11,06","6,53","13,85","8,58","1,61",1,Standart Sakinler
ÖDEMİŞ,EMİRLİ,"28,27","22,42","34,43","23,43","1,47",1,Standart Sakinler
ÖDEMİŞ,ERTUĞRUL,"35,54","38,00","52,78","27,36","1,93",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,GERELİ,"40,63","38,11","47,08","29,64","1,59",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,GERÇEKLİ,"34,72","21,71","43,55","24,25","1,80",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,GÖLCÜK,"15,12","8,88","18,46","11,75","1,57",1,Standart Sakinler
ÖDEMİŞ,GÜNEY,"23,42","44,59","26,05","23,10","1,13",1,Standart Sakinler
ÖDEMİŞ,GÜNLÜCE,"30,31","24,56","36,94","28,47","1,30",1,Standart Sakinler
ÖDEMİŞ,HACIHASAN,"16,24","23,36","16,73","10,31","1,62",1,Standart Sakinler
ÖDEMİŞ,HAMAM,"17,54","16,57","22,84","15,85","1,44",1,Standart Sakinler
ÖDEMİŞ,HORZUM,"18,37","25,37","25,10","15,16","1,66",1,Standart Sakinler
ÖDEMİŞ,HÜRRİYET,"11,16","6,30","13,76","8,64","1,59",1,Standart Sakinler
ÖDEMİŞ,IŞIK,"32,99","30,55","52,91","23,42","2,26",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,KARADOĞAN,"31,13","26,40","37,56","23,95","1,57",1,Standart Sakinler
ÖDEMİŞ,KARAKOVA,"49,50","45,43","61,09","52,23","1,17",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,KAYAKÖY,"12,85","10,40","14,79","11,16","1,33",1,Standart Sakinler
ÖDEMİŞ,KAYMAKÇI,"15,03","14,79","16,82","12,83","1,31",1,Standart Sakinler
ÖDEMİŞ,KAZANLI,"43,75","76,05","45,45","30,68","1,48",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,KEMENLER,"22,05","15,24","27,73","16,86","1,64",1,Standart Sakinler
ÖDEMİŞ,KEMER,"28,97","27,81","30,94","37,96","0,81",1,Standart Sakinler
ÖDEMİŞ,KERPİÇLİK,"9,59","9,90","11,15","7,14","1,56",1,Standart Sakinler
ÖDEMİŞ,KIZILCA,"12,46","13,30","17,00","5,84","2,91",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,KIZILCAAVLU,"32,40","23,93","39,83","23,48","1,70",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,KIŞLA,"30,39","30,57","39,00","21,77","1,79",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,KONAKLI,"13,79","10,65","18,30","9,95","1,84",1,Standart Sakinler
ÖDEMİŞ,KURUCUOVA,"38,96","29,30","44,56","32,44","1,37",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,KUTLUBEYLER,"23,35","17,25","28,68","16,68","1,72",1,Standart Sakinler
ÖDEMİŞ,KUVVETLİ,"10,90","6,81","13,04","8,20","1,59",1,Standart Sakinler
ÖDEMİŞ,KÖFÜNDERE,"18,82","19,62","27,20","14,11","1,93",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,KÖSELER,"20,70","17,48","21,62","21,53","1,00",1,Standart Sakinler
ÖDEMİŞ,KÜRE,"13,48","11,46","13,28","10,02","1,33",1,Standart Sakinler
ÖDEMİŞ,KÜÇÜKAVULCUK,"42,07","44,30","47,43","24,35","1,95",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,KÜÇÜKÖREN,"20,47","23,18","19,27","13,98","1,38",1,Standart Sakinler
ÖDEMİŞ,MESCİTLİ,"33,17","51,56","32,23","37,87","0,85",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,MEŞRUTİYET,"10,79","6,77","12,78","8,16","1,57",1,Standart Sakinler
ÖDEMİŞ,MURSALLI,"32,60","31,98","36,86","30,71","1,20",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,MİMAR SİNAN,"10,67","6,33","12,33","8,22","1,50",1,Standart Sakinler
ÖDEMİŞ,OCAKLI,"31,54","25,27","37,06","24,28","1,53",1,Standart Sakinler
ÖDEMİŞ,ORHANGAZİ,"18,90","14,68","29,33","9,41","3,12",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,ORTAKÖY,"28,15","19,31","34,21","24,16","1,42",1,Standart Sakinler
ÖDEMİŞ,OVACIK,"23,77","23,71","23,96","19,47","1,23",1,Standart Sakinler
ÖDEMİŞ,OVAKENT,"14,51","12,81","19,36","10,70","1,81",1,Standart Sakinler
ÖDEMİŞ,OĞUZLAR,"25,68","17,67","28,42","22,86","1,24",1,Standart Sakinler
ÖDEMİŞ,PİRİNÇÇİ,"21,27","21,85","22,75","16,77","1,36",1,Standart Sakinler
ÖDEMİŞ,SEKİKÖY,"34,95","29,48","43,97","24,46","1,80",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,SEYREKLİ,"32,68","43,19","43,15","31,91","1,35",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,SUÇIKTI,"10,74","9,29","13,31","9,94","1,34",1,Standart Sakinler
ÖDEMİŞ,SÜLEYMAN DEMİREL,"10,92","6,56","12,37","8,83","1,40",1,Standart Sakinler
ÖDEMİŞ,SÜLEYMANLAR,"12,59","13,51","14,51","9,24","1,57",1,Standart Sakinler
ÖDEMİŞ,TEKKE,"25,44","21,38","24,31","24,72","0,98",1,Standart Sakinler
ÖDEMİŞ,TOSUNLAR,"16,48","14,53","18,42","11,41","1,61",1,Standart Sakinler
ÖDEMİŞ,TÜRKMEN,"10,54","4,90","13,19","8,13","1,62",1,Standart Sakinler
ÖDEMİŞ,TÜRKÖNÜ,"46,16","82,18","52,10","18,58","2,80",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,UMURBEY,"10,86","7,35","12,86","8,03","1,60",1,Standart Sakinler
ÖDEMİŞ,UZUNDERE,"22,69","15,55","30,23","11,91","2,54",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,VELİLER,"14,08","16,14","21,66","8,71","2,49",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,YENİCEKÖY,"22,88","15,44","28,12","24,02","1,17",1,Standart Sakinler
ÖDEMİŞ,YENİKÖY,"37,55","32,53","43,53","27,47","1,58",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,YEŞİLKÖY,"28,63","24,76","35,77","21,33","1,68",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,YILANLI,"21,91","67,34","12,68","19,35","0,66",1,Standart Sakinler
ÖDEMİŞ,YOLÜSTÜ,"37,24","37,94","42,66","36,88","1,16",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,YUSUFDERE,"22,00","18,26","34,33","13,11","2,62",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,ZAFER,"11,09","6,85","12,50","8,88","1,41",1,Standart Sakinler
ÖDEMİŞ,ÇAMLICA,"21,92","32,20","33,68","14,11","2,39",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,ÇAMYAYLA,"20,88","45,93","23,42","31,63","0,74",1,Standart Sakinler
ÖDEMİŞ,ÇAYIR,"20,04","18,18","23,37","14,37","1,63",1,Standart Sakinler
ÖDEMİŞ,ÇAYLI,"16,03","16,69","18,59","15,60","1,19",1,Standart Sakinler
ÖDEMİŞ,ÇAĞLAYAN,"22,88","14,15","28,12","21,82","1,29",1,Standart Sakinler
ÖDEMİŞ,ÇOBANLAR,"30,28","19,22","37,59","21,05","1,79",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,ÖDEMİŞ-HALKAPINAR YAYLA KÖYÜ,"24,07","23,85","26,72","15,35","1,74",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,ÜZÜMLÜ,"35,90","36,70","37,11","37,32","0,99",3,Yüksek Gelir / Çok Tüketen
ÖDEMİŞ,ÜÇ EYLÜL,"11,44","5,58","14,10","8,79","1,60",1,Standart Sakinler
ÖDEMİŞ,ÜÇKONAK,"29,29","29,13","30,44","29,65","1,03",1,Standart Sakinler
ÖDEMİŞ,İLKKURŞUN,"22,15","21,04","26,50","13,03","2,03",0,Yazlıkçı / Mevsimsel
ÖDEMİŞ,İNÖNÜ,"10,44","6,18","11,88","8,26","1,44",1,Standart Sakinler
ÖDEMİŞ,ŞİRİNKÖY,"29,54","30,31","35,23","25,31","1,39",1,Standart Sakinler
